"","Year","Sender","Receiver","Weight"
"69240",2016,"SWE","ALB",10286044.6444224
"69241",2017,"SWE","ALB",11486810.1205101
"69242",2018,"SWE","ALB",11455804.2080917
"69243",2019,"SWE","ALB",13748639.21044
"69244",2005,"SWE","BLR",5770000
"69245",2006,"SWE","BLR",7840000
"69246",2007,"SWE","BLR",10470000
"69247",2008,"SWE","BLR",15730000
"69248",2009,"SWE","BLR",45210000
"69249",2010,"SWE","BLR",17550000
"69250",2011,"SWE","BLR",22350000
"69251",2012,"SWE","BLR",11820000
"69252",2013,"SWE","BLR",-6962213.35134803
"69253",2014,"SWE","BLR",3399372.9252613
"69254",2015,"SWE","BLR",9496058.34410924
"69255",2016,"SWE","BLR",9795137.53286975
"69256",2017,"SWE","BLR",8251776.36597637
"69257",2018,"SWE","BLR",6852768.59753291
"69258",2019,"SWE","BLR",8944428.82750452
"69259",1994,"SWE","BIH",49540000
"69260",1995,"SWE","BIH",38330000
"69261",1996,"SWE","BIH",31650000
"69262",1997,"SWE","BIH",31190000
"69263",1998,"SWE","BIH",24790000
"69264",1999,"SWE","BIH",29670000
"69265",2000,"SWE","BIH",24130000
"69266",2001,"SWE","BIH",29200000
"69267",2002,"SWE","BIH",27330000
"69268",2003,"SWE","BIH",35500000
"69269",2004,"SWE","BIH",34080000
"69270",2005,"SWE","BIH",46960000
"69271",2006,"SWE","BIH",40200000
"69272",2007,"SWE","BIH",37030000
"69273",2008,"SWE","BIH",28670000
"69274",2009,"SWE","BIH",33820000
"69275",2010,"SWE","BIH",28220000
"69276",2011,"SWE","BIH",3e+07
"69277",2012,"SWE","BIH",30450000
"69278",2013,"SWE","BIH",34480003.6848247
"69279",2014,"SWE","BIH",27152043.9977259
"69280",2015,"SWE","BIH",17409240.5359876
"69281",2016,"SWE","BIH",16792356.5476538
"69282",2017,"SWE","BIH",20877749.6501696
"69283",2018,"SWE","BIH",21310564.8405137
"69284",2019,"SWE","BIH",24661516.3876522
"69285",1994,"SWE","HRV",20930000
"69286",1995,"SWE","HRV",5380000
"69287",1996,"SWE","HRV",3430000
"69288",1997,"SWE","HRV",2990000
"69289",1998,"SWE","HRV",1650000
"69290",1999,"SWE","HRV",730000
"69291",2000,"SWE","HRV",50160000
"69292",2001,"SWE","HRV",6200000
"69293",2002,"SWE","HRV",5460000
"69294",2003,"SWE","HRV",7020000
"69295",2004,"SWE","HRV",6930000
"69296",2005,"SWE","HRV",5620000
"69297",2006,"SWE","HRV",5060000
"69298",2007,"SWE","HRV",6100000
"69299",2008,"SWE","HRV",11040000
"69300",2009,"SWE","HRV",2610000
"69301",2010,"SWE","HRV",340000
"69302",1963,"SWE","CYP",10000
"69303",1984,"SWE","CYP",10000
"69304",1985,"SWE","CYP",20000
"69305",1994,"SWE","MKD",2030000
"69306",1995,"SWE","MKD",130000
"69307",1996,"SWE","MKD",5230000
"69308",1997,"SWE","MKD",980000
"69309",1998,"SWE","MKD",370000
"69310",1999,"SWE","MKD",8390000
"69311",2000,"SWE","MKD",440000
"69312",2001,"SWE","MKD",6190000
"69313",2002,"SWE","MKD",6200000
"69314",2003,"SWE","MKD",6020000
"69315",2004,"SWE","MKD",9790000
"69316",2005,"SWE","MKD",11160000
"69317",2006,"SWE","MKD",13380000
"69318",2007,"SWE","MKD",23280000
"69319",2008,"SWE","MKD",11320000
"69320",2009,"SWE","MKD",13460000
"69321",2010,"SWE","MKD",6590000
"69322",2011,"SWE","MKD",3570000
"69323",2012,"SWE","MKD",3500000
"69324",2013,"SWE","MKD",611531.965853958
"69325",2014,"SWE","MKD",422695.642793627
"69326",2015,"SWE","MKD",7717244.13652379
"69327",2016,"SWE","MKD",423628.738386022
"69328",2017,"SWE","MKD",264865.917865918
"69329",2018,"SWE","MKD",4533552.05399061
"69330",2019,"SWE","MKD",5317373.67569454
"69331",1983,"SWE","GIB",1830000
"69332",2009,"SWE","KOS",12390000
"69333",2010,"SWE","KOS",19620000
"69334",2011,"SWE","KOS",23010000
"69335",2012,"SWE","KOS",22820000
"69336",2013,"SWE","KOS",25174227.4150955
"69337",2014,"SWE","KOS",19726339.4335194
"69338",2015,"SWE","KOS",13951348.1605827
"69339",2016,"SWE","KOS",13420703.9502133
"69340",2017,"SWE","KOS",15477860.5955306
"69341",2018,"SWE","KOS",16357065.8853447
"69342",2019,"SWE","KOS",16453331.6183547
"69343",1992,"SWE","MLT",1010000
"69344",1993,"SWE","MLT",590000
"69345",1996,"SWE","MLT",2410000
"69346",1997,"SWE","MDA",90000
"69347",1998,"SWE","MDA",960000
"69348",1999,"SWE","MDA",2190000
"69349",2000,"SWE","MDA",2410000
"69350",2001,"SWE","MDA",2550000
"69351",2002,"SWE","MDA",4570000
"69352",2003,"SWE","MDA",4550000
"69353",2004,"SWE","MDA",7220000
"69354",2005,"SWE","MDA",8520000
"69355",2006,"SWE","MDA",11860000
"69356",2007,"SWE","MDA",17110000
"69357",2008,"SWE","MDA",13540000
"69358",2009,"SWE","MDA",20650000
"69359",2010,"SWE","MDA",12480000
"69360",2011,"SWE","MDA",18260000
"69361",2012,"SWE","MDA",18260000
"69362",2013,"SWE","MDA",13323664.2510594
"69363",2014,"SWE","MDA",21195381.547836
"69364",2015,"SWE","MDA",11773667.0636945
"69365",2016,"SWE","MDA",13993418.430433
"69366",2017,"SWE","MDA",14216913.1437931
"69367",2018,"SWE","MDA",16042011.8694191
"69368",2019,"SWE","MDA",16369592.7918019
"69369",2006,"SWE","MNE",2350000
"69370",2007,"SWE","MNE",5580000
"69371",2008,"SWE","MNE",4180000
"69372",2009,"SWE","MNE",3560000
"69373",2010,"SWE","MNE",1300000
"69374",2011,"SWE","MNE",350000
"69375",2012,"SWE","MNE",760000
"69376",2013,"SWE","MNE",357862.494626297
"69377",2014,"SWE","MNE",7115400.73178909
"69378",2015,"SWE","MNE",201174.237481167
"69379",2016,"SWE","MNE",2913450
"69380",2017,"SWE","MNE",49959.04995905
"69381",2018,"SWE","MNE",55936.0903986008
"69382",2019,"SWE","MNE",186930.27633541
"69383",1994,"SWE","SRB",29580000
"69384",1995,"SWE","SRB",12820000
"69385",1996,"SWE","SRB",13010000
"69386",1997,"SWE","SRB",22710000
"69387",1998,"SWE","SRB",5550000
"69388",1999,"SWE","SRB",19620000
"69389",2000,"SWE","SRB",33540000
"69390",2001,"SWE","SRB",30730000
"69391",2002,"SWE","SRB",27620000
"69392",2003,"SWE","SRB",35240000
"69393",2004,"SWE","SRB",47930000
"69394",2005,"SWE","SRB",56680000
"69395",2006,"SWE","SRB",96740000
"69396",2007,"SWE","SRB",88990000
"69397",2008,"SWE","SRB",121180000
"69398",2009,"SWE","SRB",40240000
"69399",2010,"SWE","SRB",36550000
"69400",2011,"SWE","SRB",44180000
"69401",2012,"SWE","SRB",40100000
"69402",2013,"SWE","SRB",-11527372.7200147
"69403",2014,"SWE","SRB",17610195.9358008
"69404",2015,"SWE","SRB",12653025.310524
"69405",2016,"SWE","SRB",37039100.7917957
"69406",2017,"SWE","SRB",14458349.8303498
"69407",2018,"SWE","SRB",14604120.1429163
"69408",2019,"SWE","SRB",16193087.8721222
"69409",1996,"SWE","SVN",2040000
"69410",1998,"SWE","SVN",20000
"69411",1999,"SWE","SVN",-230000
"69412",2000,"SWE","SVN",330000
"69413",2001,"SWE","SVN",470000
"69414",2002,"SWE","SVN",20000
"69415",1964,"SWE","TUR",2010000
"69416",1965,"SWE","TUR",1010000
"69417",1967,"SWE","TUR",1e+06
"69418",1969,"SWE","TUR",480000
"69419",1970,"SWE","TUR",1020000
"69420",1971,"SWE","TUR",2280000
"69421",1972,"SWE","TUR",10000
"69422",1974,"SWE","TUR",1140000
"69423",1977,"SWE","TUR",2120000
"69424",1978,"SWE","TUR",3630000
"69425",1979,"SWE","TUR",930000
"69426",1980,"SWE","TUR",11820000
"69427",1983,"SWE","TUR",1040000
"69428",1984,"SWE","TUR",6770000
"69429",1985,"SWE","TUR",5e+06
"69430",1986,"SWE","TUR",80300000
"69431",1987,"SWE","TUR",83120000
"69432",1990,"SWE","TUR",3700000
"69433",1991,"SWE","TUR",4020000
"69434",1992,"SWE","TUR",32050000
"69435",1993,"SWE","TUR",73920000
"69436",1994,"SWE","TUR",2350000
"69437",1995,"SWE","TUR",58200000
"69438",1996,"SWE","TUR",33200000
"69439",1997,"SWE","TUR",10050000
"69440",1998,"SWE","TUR",1300000
"69441",1999,"SWE","TUR",147630000
"69442",2000,"SWE","TUR",479010000
"69443",2001,"SWE","TUR",64220000
"69444",2002,"SWE","TUR",21890000
"69445",2003,"SWE","TUR",53330000
"69446",2004,"SWE","TUR",48460000
"69447",2005,"SWE","TUR",62720000
"69448",2006,"SWE","TUR",125600000
"69449",2007,"SWE","TUR",159960000
"69450",2008,"SWE","TUR",299470000
"69451",2009,"SWE","TUR",288710000
"69452",2010,"SWE","TUR",535050000
"69453",2011,"SWE","TUR",305840000
"69454",2012,"SWE","TUR",28570000
"69455",2013,"SWE","TUR",-66953902.2293189
"69456",2014,"SWE","TUR",-203964463.890144
"69457",2015,"SWE","TUR",-8440047.77620918
"69458",2016,"SWE","TUR",81019589.2391749
"69459",2017,"SWE","TUR",66322320.4633205
"69460",2018,"SWE","TUR",39193145.0250851
"69461",2019,"SWE","TUR",23780750.2268425
"69462",2005,"SWE","UKR",64200000
"69463",2006,"SWE","UKR",160090000
"69464",2007,"SWE","UKR",24360000
"69465",2008,"SWE","UKR",49300000
"69466",2009,"SWE","UKR",37120000
"69467",2010,"SWE","UKR",52190000
"69468",2011,"SWE","UKR",66920000
"69469",2012,"SWE","UKR",37520000
"69470",2013,"SWE","UKR",20075693.6682429
"69471",2014,"SWE","UKR",48736399.0174784
"69472",2015,"SWE","UKR",97478375.7393852
"69473",2016,"SWE","UKR",35379821.8880383
"69474",2017,"SWE","UKR",35196394.3722944
"69475",2018,"SWE","UKR",36620297.2233729
"69476",2019,"SWE","UKR",37527981.6463795
"69477",1962,"SWE","DZA",110000
"69478",1963,"SWE","DZA",240000
"69479",1964,"SWE","DZA",210000
"69480",1965,"SWE","DZA",3e+05
"69481",1967,"SWE","DZA",50000
"69482",1968,"SWE","DZA",10000
"69483",1969,"SWE","DZA",170000
"69484",1970,"SWE","DZA",10000
"69485",1975,"SWE","DZA",480000
"69486",1977,"SWE","DZA",27360000
"69487",1978,"SWE","DZA",24550000
"69488",1979,"SWE","DZA",16360000
"69489",1980,"SWE","DZA",2360000
"69490",1981,"SWE","DZA",50060000
"69491",1982,"SWE","DZA",45330000
"69492",1983,"SWE","DZA",37750000
"69493",1984,"SWE","DZA",95200000
"69494",1985,"SWE","DZA",41910000
"69495",1986,"SWE","DZA",51670000
"69496",1987,"SWE","DZA",44400000
"69497",1988,"SWE","DZA",14170000
"69498",1989,"SWE","DZA",4620000
"69499",1990,"SWE","DZA",53820000
"69500",1991,"SWE","DZA",50180000
"69501",1992,"SWE","DZA",12970000
"69502",1993,"SWE","DZA",20810000
"69503",1994,"SWE","DZA",1370000
"69504",1995,"SWE","DZA",6380000
"69505",1996,"SWE","DZA",3200000
"69506",1997,"SWE","DZA",740000
"69507",1998,"SWE","DZA",2810000
"69508",1999,"SWE","DZA",9700000
"69509",2000,"SWE","DZA",2180000
"69510",2001,"SWE","DZA",3510000
"69511",2002,"SWE","DZA",2850000
"69512",2003,"SWE","DZA",159670000
"69513",2004,"SWE","DZA",2e+06
"69514",2005,"SWE","DZA",137640000
"69515",2006,"SWE","DZA",1670000
"69516",2007,"SWE","DZA",880000
"69517",2008,"SWE","DZA",2110000
"69518",2009,"SWE","DZA",1330000
"69519",2010,"SWE","DZA",1590000
"69520",2011,"SWE","DZA",1080000
"69521",2012,"SWE","DZA",2620000
"69522",2013,"SWE","DZA",-15501562.3656574
"69523",2014,"SWE","DZA",-67217190.2126853
"69524",2015,"SWE","DZA",1547261.44875612
"69525",2016,"SWE","DZA",1743018.40705896
"69526",2017,"SWE","DZA",1418684.91868492
"69527",2018,"SWE","DZA",1795407.10899383
"69528",2019,"SWE","DZA",1657938.52832623
"69529",1963,"SWE","EGY",30000
"69530",1975,"SWE","EGY",3050000
"69531",1977,"SWE","EGY",25570000
"69532",1978,"SWE","EGY",22440000
"69533",1979,"SWE","EGY",23310000
"69534",1980,"SWE","EGY",510000
"69535",1981,"SWE","EGY",26410000
"69536",1982,"SWE","EGY",19650000
"69537",1983,"SWE","EGY",40350000
"69538",1984,"SWE","EGY",20230000
"69539",1985,"SWE","EGY",19100000
"69540",1986,"SWE","EGY",14410000
"69541",1987,"SWE","EGY",25580000
"69542",1988,"SWE","EGY",880000
"69543",1989,"SWE","EGY",450000
"69544",1990,"SWE","EGY",2270000
"69545",1991,"SWE","EGY",-17780000
"69546",1992,"SWE","EGY",-6240000
"69547",1993,"SWE","EGY",6840000
"69548",1994,"SWE","EGY",2880000
"69549",1995,"SWE","EGY",7320000
"69550",1996,"SWE","EGY",30230000
"69551",1997,"SWE","EGY",4580000
"69552",1998,"SWE","EGY",1050000
"69553",1999,"SWE","EGY",3620000
"69554",2000,"SWE","EGY",2570000
"69555",2001,"SWE","EGY",2140000
"69556",2002,"SWE","EGY",2220000
"69557",2003,"SWE","EGY",930000
"69558",2004,"SWE","EGY",4600000
"69559",2005,"SWE","EGY",2460000
"69560",2006,"SWE","EGY",2300000
"69561",2007,"SWE","EGY",2420000
"69562",2008,"SWE","EGY",6100000
"69563",2009,"SWE","EGY",7360000
"69564",2010,"SWE","EGY",4340000
"69565",2011,"SWE","EGY",8220000
"69566",2012,"SWE","EGY",8920000
"69567",2013,"SWE","EGY",22400106.2457778
"69568",2014,"SWE","EGY",11460157.7588595
"69569",2015,"SWE","EGY",6813781.17874556
"69570",2016,"SWE","EGY",6004664.12493426
"69571",2017,"SWE","EGY",2192658.47665848
"69572",2018,"SWE","EGY",3050357.06066464
"69573",2019,"SWE","EGY",2055932.0110513
"69574",1965,"SWE","LBY",20000
"69575",1992,"SWE","LBY",30000
"69576",1994,"SWE","LBY",20000
"69577",1995,"SWE","LBY",10000
"69578",1996,"SWE","LBY",240000
"69579",1997,"SWE","LBY",1e+05
"69580",2011,"SWE","LBY",14560000
"69581",2012,"SWE","LBY",8030000
"69582",2013,"SWE","LBY",8731563.90100104
"69583",2014,"SWE","LBY",7219546.84324844
"69584",2015,"SWE","LBY",2779045.34302967
"69585",2016,"SWE","LBY",5727656.7486706
"69586",2017,"SWE","LBY",4313663.33684334
"69587",2018,"SWE","LBY",5490171.54446286
"69588",2019,"SWE","LBY",5083642.88962447
"69589",1965,"SWE","MAR",40000
"69590",1968,"SWE","MAR",10000
"69591",1971,"SWE","MAR",30000
"69592",1974,"SWE","MAR",20000
"69593",1979,"SWE","MAR",2100000
"69594",1985,"SWE","MAR",1.3e+07
"69595",1986,"SWE","MAR",7160000
"69596",1987,"SWE","MAR",1730000
"69597",1989,"SWE","MAR",6160000
"69598",1990,"SWE","MAR",14100000
"69599",1991,"SWE","MAR",820000
"69600",1992,"SWE","MAR",23120000
"69601",1993,"SWE","MAR",10430000
"69602",1994,"SWE","MAR",9e+05
"69603",1995,"SWE","MAR",2230000
"69604",1996,"SWE","MAR",1290000
"69605",1997,"SWE","MAR",450000
"69606",1998,"SWE","MAR",330000
"69607",1999,"SWE","MAR",-140000
"69608",2000,"SWE","MAR",110020000
"69609",2001,"SWE","MAR",560000
"69610",2002,"SWE","MAR",1030000
"69611",2003,"SWE","MAR",1070000
"69612",2004,"SWE","MAR",650000
"69613",2005,"SWE","MAR",550000
"69614",2006,"SWE","MAR",1520000
"69615",2007,"SWE","MAR",1290000
"69616",2008,"SWE","MAR",30000
"69617",2009,"SWE","MAR",10000
"69618",2010,"SWE","MAR",770000
"69619",2012,"SWE","MAR",880000
"69620",2013,"SWE","MAR",975608.917275686
"69621",2014,"SWE","MAR",278473.509817927
"69622",2015,"SWE","MAR",312730.40228726
"69623",2016,"SWE","MAR",248467.948343365
"69624",2017,"SWE","MAR",268632.268632269
"69625",2018,"SWE","MAR",201296.393721808
"69626",2019,"SWE","MAR",191462.689960765
"69627",1963,"SWE","TUN",160000
"69628",1964,"SWE","TUN",1690000
"69629",1965,"SWE","TUN",810000
"69630",1967,"SWE","TUN",1020000
"69631",1968,"SWE","TUN",1310000
"69632",1969,"SWE","TUN",2760000
"69633",1970,"SWE","TUN",3870000
"69634",1971,"SWE","TUN",2310000
"69635",1972,"SWE","TUN",4720000
"69636",1973,"SWE","TUN",9110000
"69637",1974,"SWE","TUN",11900000
"69638",1975,"SWE","TUN",13460000
"69639",1976,"SWE","TUN",11710000
"69640",1977,"SWE","TUN",14460000
"69641",1978,"SWE","TUN",7360000
"69642",1979,"SWE","TUN",7630000
"69643",1980,"SWE","TUN",6760000
"69644",1981,"SWE","TUN",15500000
"69645",1982,"SWE","TUN",12340000
"69646",1983,"SWE","TUN",12810000
"69647",1984,"SWE","TUN",13440000
"69648",1985,"SWE","TUN",3550000
"69649",1986,"SWE","TUN",15090000
"69650",1987,"SWE","TUN",3540000
"69651",1988,"SWE","TUN",2690000
"69652",1989,"SWE","TUN",70000
"69653",1990,"SWE","TUN",35550000
"69654",1991,"SWE","TUN",42070000
"69655",1992,"SWE","TUN",17840000
"69656",1993,"SWE","TUN",25160000
"69657",1994,"SWE","TUN",7360000
"69658",1995,"SWE","TUN",4090000
"69659",1996,"SWE","TUN",1930000
"69660",1997,"SWE","TUN",3490000
"69661",1998,"SWE","TUN",420000
"69662",1999,"SWE","TUN",3850000
"69663",2000,"SWE","TUN",4780000
"69664",2001,"SWE","TUN",2800000
"69665",2002,"SWE","TUN",1190000
"69666",2003,"SWE","TUN",6e+05
"69667",2004,"SWE","TUN",27360000
"69668",2005,"SWE","TUN",12910000
"69669",2006,"SWE","TUN",31670000
"69670",2007,"SWE","TUN",15580000
"69671",2008,"SWE","TUN",5200000
"69672",2009,"SWE","TUN",13900000
"69673",2010,"SWE","TUN",7400000
"69674",2011,"SWE","TUN",13800000
"69675",2012,"SWE","TUN",5200000
"69676",2013,"SWE","TUN",-7795326.41405146
"69677",2014,"SWE","TUN",-6222213.93606321
"69678",2015,"SWE","TUN",-1878949.55927538
"69679",2016,"SWE","TUN",1719026.23736341
"69680",2017,"SWE","TUN",2617916.96501696
"69681",2018,"SWE","TUN",2841275.3463592
"69682",2019,"SWE","TUN",1390766.64304826
"69683",1975,"SWE","AGO",1100000
"69684",1976,"SWE","AGO",4700000
"69685",1977,"SWE","AGO",1640000
"69686",1978,"SWE","AGO",27570000
"69687",1979,"SWE","AGO",48590000
"69688",1980,"SWE","AGO",16920000
"69689",1981,"SWE","AGO",31980000
"69690",1982,"SWE","AGO",42260000
"69691",1983,"SWE","AGO",23330000
"69692",1984,"SWE","AGO",14580000
"69693",1985,"SWE","AGO",18710000
"69694",1986,"SWE","AGO",32100000
"69695",1987,"SWE","AGO",37800000
"69696",1988,"SWE","AGO",32650000
"69697",1989,"SWE","AGO",36540000
"69698",1990,"SWE","AGO",37610000
"69699",1991,"SWE","AGO",20130000
"69700",1992,"SWE","AGO",33510000
"69701",1993,"SWE","AGO",19560000
"69702",1994,"SWE","AGO",32020000
"69703",1995,"SWE","AGO",26520000
"69704",1996,"SWE","AGO",36170000
"69705",1997,"SWE","AGO",27830000
"69706",1998,"SWE","AGO",25580000
"69707",1999,"SWE","AGO",17770000
"69708",2000,"SWE","AGO",17120000
"69709",2001,"SWE","AGO",13370000
"69710",2002,"SWE","AGO",14120000
"69711",2003,"SWE","AGO",13960000
"69712",2004,"SWE","AGO",17300000
"69713",2005,"SWE","AGO",11150000
"69714",2006,"SWE","AGO",7200000
"69715",2007,"SWE","AGO",6650000
"69716",2008,"SWE","AGO",16280000
"69717",2009,"SWE","AGO",30960000
"69718",2010,"SWE","AGO",28730000
"69719",2011,"SWE","AGO",20090000
"69720",2012,"SWE","AGO",9340000
"69721",2013,"SWE","AGO",40314487.8093717
"69722",2014,"SWE","AGO",5832305.07587574
"69723",2015,"SWE","AGO",-11845534.6778499
"69724",2016,"SWE","AGO",1461653.24607024
"69725",2017,"SWE","AGO",1054504.07550018
"69726",2018,"SWE","AGO",999143.806188438
"69727",2019,"SWE","AGO",789876.341754883
"69728",1991,"SWE","BEN",1110000
"69729",1993,"SWE","BEN",110000
"69730",1995,"SWE","BEN",190000
"69731",1996,"SWE","BEN",10000
"69732",1997,"SWE","BEN",10000
"69733",1999,"SWE","BEN",230000
"69734",2000,"SWE","BEN",180000
"69735",2001,"SWE","BEN",90000
"69736",2002,"SWE","BEN",90000
"69737",2003,"SWE","BEN",220000
"69738",2004,"SWE","BEN",90000
"69739",2005,"SWE","BEN",1420000
"69740",2006,"SWE","BEN",230000
"69741",2007,"SWE","BEN",3e+05
"69742",2008,"SWE","BEN",470000
"69743",2009,"SWE","BEN",880000
"69744",2010,"SWE","BEN",1880000
"69745",2011,"SWE","BEN",350000
"69746",2012,"SWE","BEN",680000
"69747",2013,"SWE","BEN",889535.097954922
"69748",2014,"SWE","BEN",857969.503928629
"69749",2015,"SWE","BEN",3793435.04205569
"69750",2016,"SWE","BEN",858810.483258342
"69751",2017,"SWE","BEN",702702.702702703
"69752",2018,"SWE","BEN",662800.331400166
"69753",2019,"SWE","BEN",261212.57627513
"69754",1967,"SWE","BWA",2e+05
"69755",1968,"SWE","BWA",250000
"69756",1969,"SWE","BWA",120000
"69757",1970,"SWE","BWA",280000
"69758",1971,"SWE","BWA",5e+05
"69759",1972,"SWE","BWA",1160000
"69760",1973,"SWE","BWA",4720000
"69761",1974,"SWE","BWA",6900000
"69762",1975,"SWE","BWA",8450000
"69763",1976,"SWE","BWA",10190000
"69764",1977,"SWE","BWA",10740000
"69765",1978,"SWE","BWA",18970000
"69766",1979,"SWE","BWA",14800000
"69767",1980,"SWE","BWA",13200000
"69768",1981,"SWE","BWA",15170000
"69769",1982,"SWE","BWA",13180000
"69770",1983,"SWE","BWA",11900000
"69771",1984,"SWE","BWA",1.1e+07
"69772",1985,"SWE","BWA",7330000
"69773",1986,"SWE","BWA",21760000
"69774",1987,"SWE","BWA",15640000
"69775",1988,"SWE","BWA",21130000
"69776",1989,"SWE","BWA",17430000
"69777",1990,"SWE","BWA",25070000
"69778",1991,"SWE","BWA",13050000
"69779",1992,"SWE","BWA",16920000
"69780",1993,"SWE","BWA",14600000
"69781",1994,"SWE","BWA",9450000
"69782",1995,"SWE","BWA",6460000
"69783",1996,"SWE","BWA",17280000
"69784",1997,"SWE","BWA",25620000
"69785",1998,"SWE","BWA",3860000
"69786",1999,"SWE","BWA",1150000
"69787",2000,"SWE","BWA",3820000
"69788",2001,"SWE","BWA",7120000
"69789",2002,"SWE","BWA",590000
"69790",2003,"SWE","BWA",1380000
"69791",2004,"SWE","BWA",430000
"69792",2005,"SWE","BWA",310000
"69793",2006,"SWE","BWA",1630000
"69794",2007,"SWE","BWA",3660000
"69795",2008,"SWE","BWA",56610000
"69796",2009,"SWE","BWA",3140000
"69797",2010,"SWE","BWA",5030000
"69798",2011,"SWE","BWA",2450000
"69799",2012,"SWE","BWA",7160000
"69800",2013,"SWE","BWA",2017479.27286126
"69801",2014,"SWE","BWA",-1408198.75897608
"69802",2015,"SWE","BWA",-4089920.04081003
"69803",2016,"SWE","BWA",1157995.37427687
"69804",2017,"SWE","BWA",252018.252018252
"69805",2018,"SWE","BWA",143319.064715088
"69806",2019,"SWE","BWA",110624.054822915
"69807",1974,"SWE","BFA",70000
"69808",1981,"SWE","BFA",2e+05
"69809",1982,"SWE","BFA",90000
"69810",1983,"SWE","BFA",250000
"69811",1984,"SWE","BFA",960000
"69812",1985,"SWE","BFA",30000
"69813",1988,"SWE","BFA",520000
"69814",1990,"SWE","BFA",110000
"69815",1991,"SWE","BFA",1140000
